"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","biomaterial_provider_ch1","treatment_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","disease state:ch1","specimen:ch1"
"GSM359983","OSE_448","GSM359983","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Ovarian Surface Epithelia","Homo sapiens","disease state: normal","specimen: Ovarian Surface Epithelia","Ovarian Cancer Institute","Normal ovarian surface epithelial (OSE) cells were collected from ovaries at time of surgery using a Cytobrush ® Plus (Medscand) and immediately stabilized in RNAlater (Ambion) and stored at –20 degrees C.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Affymetrix IVT Labeling Kit","9606","as per manufacturer's protocol","as per manufacturer's protocol","Ovarian surface epithelia brushing from ovaries described by pathology as within normal limits.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM359nnn/GSM359983/suppl/GSM359983.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM359nnn/GSM359983/suppl/GSM359983.CHP.gz","54675","normal","Ovarian Surface Epithelia"
"GSM359984","CEPI_Ic_317","GSM359984","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM359nnn/GSM359984/suppl/GSM359984.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM359nnn/GSM359984/suppl/GSM359984.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360039","CEPI_Ic_336","GSM360039","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360039/suppl/GSM360039.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360039/suppl/GSM360039.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360040","CEPI_II_367","GSM360040","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360040/suppl/GSM360040.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360040/suppl/GSM360040.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360041","CEPI_IIb_413","GSM360041","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360041/suppl/GSM360041.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360041/suppl/GSM360041.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360042","CEPI_III_183","GSM360042","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360042/suppl/GSM360042.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360042/suppl/GSM360042.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360043","CEPI_IIIc_229","GSM360043","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360043/suppl/GSM360043.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360043/suppl/GSM360043.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360044","CEPI_IIIc_242","GSM360044","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360044/suppl/GSM360044.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360044/suppl/GSM360044.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360045","CEPI_IIIc_369","GSM360045","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360045/suppl/GSM360045.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360045/suppl/GSM360045.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360046","CEPI_IIIc_528","GSM360046","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360046/suppl/GSM360046.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360046/suppl/GSM360046.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360047","CEPI_IIIc_588","GSM360047","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360047/suppl/GSM360047.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360047/suppl/GSM360047.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360048","CEPI_IV_489","GSM360048","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360048/suppl/GSM360048.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360048/suppl/GSM360048.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
"GSM360049","CEPI_IV_542","GSM360049","Public on Dec 31 2009","Jan 13 2009","Mar 24 2010","RNA","1","Laser Capture Microdissected Serous Ovarian Cancer Epithelia","Homo sapiens","disease state: ovarian adenocarcinoma","specimen: ovarian cancer epithelia cells","Ovarian Cancer Institute","Following pathological verification, a serous papillary epithelial cancer sample was embedded in cryomatrix (Shandon).  Seven micron frozen sections were cut and attached to uncharged microscope slides for each sample.  Immediately following dehydration and staining (HistoGene, LCM Frozen Section Staining Kit, Arcturus), slides were processed in an Autopix‘ instrument (Arcturus) for laser capture microdissection (LCM) of cells to CapSure Macro LCM Caps.  Approximately 30,000 epithelia were collected from each cancer sample.","total RNA","RNA was isolated with Trizol (Invitrogen) and purified with PicoPure RNA Isolation Kit (Arcturus). RNA quality was verified on the Bioanalyzer RNA Pico Chip (Agilent Technologies).","biotin","Total RNA from the above extractions was processed using the RiboAmp OA or HS kit (Arcturus) in conjunction with the IVT Labeling Kit from Affymetrix, to produce an amplified, biotin-labeled mRNA suitable for hybridizing to GeneChip Probe Arrays (Affymetrix).  ","9606","Labeled mRNA was hybridized to GeneChip Human Genome U133 Plus 2.0 Arrays in the GeneChip Hybridization oven 640, further processed with the GeneChip Fluidics Station 450 and scanned with the GeneChip Scanner.  ","as per manufacturer's protocol","Serous ovarian tumor tissues were placed in cryotubes and immediately (<1 minute) frozen in liquid nitrogen following resection.","MAS 5.0 via Affymetrix Expression Console (TM) Software Version 1.1","GPL570","Nathan,J.,Bowen","nbowen@cau.edu","4048808158","Cancer Development and Evolution","Center for Cancer Research and Therapeutic Development","Clark Atlanta University","223 James P Brawley Drive","Atlanta","GA","30314","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360049/suppl/GSM360049.CEL.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM360nnn/GSM360049/suppl/GSM360049.CHP.gz","54675","ovarian adenocarcinoma","ovarian cancer epithelia cells"
